48952.24929013405,1191832.8534303913
46612.1006525469,1254949.277122752
46928.33664464934,1214601.8610164342
48256.72084857742,1214487.6388474978
46979.46375044743,1226537.6475436247
49633.568905364315,1154989.208904919
48073.75321057843,1208738.826886348
47526.12159354939,1189548.6664681565
47266.967658285015,1237817.7457901372
46402.18723136343,1205127.584195413
48838.96755898533,1199528.8949440564
45485.91264933523,1215833.727531078
56068.59797036109,1195989.9132637933
49597.41922283027,1201565.1103951875
54431.43671289765,1198438.1697210546
47532.11463921047,1112487.4342105018
46818.93216702187,1188943.4975087137
51071.24215794181,1154987.424698867
52149.17761436028,1168871.1815965727
47546.88579866457,1265606.192812053
50554.01094150912,1169464.2940386857
48284.73285416664,1226838.4387937682
49712.96075584886,1207135.5497923743
48325.11694936533,1219301.331077545
49576.330244859615,1208629.9306977366
46354.94976625145,1241313.6150258195
49239.37306766731,1188296.9722580053
47535.68279703276,1192938.9228351023
48004.46386627698,1226896.3695660064
51103.66650454473,1171561.8336145694
49387.868337977365,1207772.6584887702
53890.70488342379,1185155.3872320051
45730.13751035614,1193711.158190742
46955.70791946423,1213667.2036373452
51157.35574213316,1156481.2546877991
48935.539909383486,1198318.3156990656
45234.542200348296,1114987.3843204875
43604.075213272845,1201678.7654075508
43891.55331261204,1179538.0444720106
47998.16590667271,1188350.8141518112
44779.472852139574,1258006.3228009345
47103.13303061866,1218693.2425499118
43461.57511596282,1122972.6449659013
47655.76804707754,1263997.2813654905
50456.67824754732,1143272.4021272196
47820.219249214424,1165996.4333892036
47802.705905149574,1229752.9140169916
48260.86273795185,1166817.4659875524
46429.93262075371,1204358.258294187
45765.24238585722,1227056.412751236
46843.84205649318,1131823.1325956692
46845.06452934595,1173179.5852031738
46235.586561867196,1191819.477982545
45413.63587846912,1285788.076624475
45880.32214730653,1199981.7625558118
47785.63032909785,1133039.658609678
45332.85579215623,1134560.810768376
50535.561712279865,1185293.0148701773
48732.354743895456,1232784.061371099
49281.56841935662,1221119.6583738332
53163.88359420411,1198143.2253559467
45534.94581382509,1265232.4867576733
48426.1105987539,1229832.9892097868
50345.07936860175,1216461.6378572525
46582.47903588305,1231416.9915887022
45885.89281468835,1252408.2806423297
50948.346469002725,1205028.506032025
51895.47268636363,1201529.109284426
46532.10409653712,1195788.2586743424
44564.03197718674,1205517.4047782721
46189.943303595486,1234781.6633953429
49005.339990343775,1166749.2781908289
49310.671609825586,1313652.3109689718
52355.19342148783,1186683.3468763088
49744.03881289907,1241168.7250812459
51806.71050598556,1203056.9541337756
49314.39154049322,1273461.137446378
50843.89180254401,1215822.0778189062
50575.607435741724,1225416.4924685874
45307.038116335825,1212718.7135198456
50737.09690326564,1165614.991562112
49779.36327868479,1191353.775351332
50504.91015590335,1167265.8098408536
45904.243072113844,1196078.3268899645
54675.35800744695,1174280.6267267817
46094.37333773094,1176218.479554821
47642.32201849016,1174899.2192345113
45220.250080880534,1213482.102252223
47196.93412138112,1187295.5891124133
46175.99895534759,1191735.9766156548
49598.164328345534,1169583.6743989585
47152.46203222258,1191337.3785366951
48744.309035413025,1197135.8672347313
45259.58042891871,1267009.6277203918
47800.93867238065,1248665.9990167688
45206.398721383644,1228647.738595781
50235.60609675883,1160896.0690044942
46535.31101166666,1172805.0437766
46332.395942873176,1201158.5986934884
45258.69942076741,1206875.395333138
46535.19508425301,1259417.491864782
52363.39925135523,1227743.9748488446
47171.28322045432,1243242.9146843215
50113.31644939811,1235753.297655764
50773.48737616701,1232021.1028414425
48572.97476709089,1239453.2090837096
52226.61162516835,1231763.022175922
48671.80061366516,1236160.3157763644
47925.13733057167,1151700.7789013067
46850.100043602644,1260039.7406714833
49533.44314631716,1183353.544664558
47620.09340953547,1230021.5123965603
49328.265144648976,1212147.0400621756
47012.63613107083,1128264.7527395
47422.58421524231,1258500.822236289
50282.75325490504,1193245.0558181936
48614.14672653673,1206370.5873376061
45253.685857149554,1218758.4427955283
49540.42818004383,1174774.7869240765
46955.35001159031,1209622.8744948916
48715.27658168606,1177189.6851791427
47424.26518851739,1186625.747699634
47283.70095978527,1192873.7227576505
46698.25570216247,1159327.0211391945
45659.67243413386,1232079.9392285664
46775.11015895372,1196655.246461313
47913.44330446282,1184432.6241123176
44678.66891972868,1228912.861954425
49723.54496165363,1146181.541540036
46895.61341071834,1153459.471663186
45627.02455917685,1195874.3011413505
46833.91652602785,1194130.6830666498
45499.22790971126,1258626.1283488148
49086.846121629234,1172654.2941790377
48274.10503213452,1227688.9582138837
48242.88324927177,1255794.3948355196
45717.35664141094,1176599.972255017
46920.80850812821,1161664.135905525
43485.80278332736,1208042.0341948697
50585.29928755934,1185192.1713718392
46371.4627578234,1194330.4933429374
45008.82675965316,1171694.9845400623
47485.35190299758,1216272.0701244788
47876.567888172096,1168550.1571269399
45016.08014624974,1213896.3450510078
44680.017288239615,1240846.7452232994
49331.022289628025,1197536.7932492883
45418.20275215492,1225187.9971633938
42737.867983127806,1107650.4819575527
